ticker,date,strategy_id,strategy_name,action_label,refined_score,fwd_1w_return
EMR,2021-03-26,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.00043683428700069804
FDX,2021-03-26,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,0.0008175552332483349
GD,2021-03-26,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.02230915060889349
GE,2021-03-26,no-action,No actionable setup,No action,4,0.03618169635713109
GEV,2021-03-26,no-action,No actionable setup,No action,0,
GILD,2021-03-26,trend-hold,Trend hold / monitor,Hold,6,0.016860798745242933
GM,2021-03-26,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.07997169888810207
GOOG,2021-03-26,no-action,No actionable setup,No action,3,0.09334086946353048
GOOGL,2021-03-26,no-action,No actionable setup,No action,4,0.09592878161882434
GS,2021-03-26,no-action,No actionable setup,No action,4,-0.011759693122131099
HD,2021-03-26,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,0.03814883127950841
HON,2021-03-26,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.0033863053659335396
IBM,2021-03-26,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,-0.0032996900316006883
INTC,2021-03-26,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.02574376596636263
INTU,2021-03-26,no-action,No actionable setup,No action,0,0.06787410108759695
ISRG,2021-03-26,no-action,No actionable setup,No action,2,0.04814233139810331
JNJ,2021-03-26,trend-hold,Trend hold / monitor,Hold,5,-0.009094767880992394
JPM,2021-03-26,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,-0.009478375494319291
KO,2021-03-26,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,-0.0043363412191984585
LIN,2021-03-26,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,0.014214641388625715
LLY,2021-03-26,no-action,No actionable setup,No action,1,-0.0022664625464284827
LMT,2021-03-26,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.03849636388876165
LOW,2021-03-26,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,0.011064115184147294
LRCX,2021-03-26,trend-hold,Trend hold / monitor,Hold,4,0.13106142189488512
MA,2021-03-26,no-action,No actionable setup,No action,5,0.005953986422036817
MCD,2021-03-26,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.016162689406040043
MDLZ,2021-03-26,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,-0.010430668677811394
MDT,2021-03-26,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,0.0142544068505992
META,2021-03-26,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,7,0.09147768939806866
MMM,2021-03-26,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.0004618564795035862
MO,2021-03-26,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,-0.0224761962890625
MRK,2021-03-26,trend-hold,Trend hold / monitor,Hold,5,-0.005039432003105304
MS,2021-03-26,no-action,No actionable setup,No action,4,-0.024756229980352207
MSFT,2021-03-26,no-action,No actionable setup,No action,5,0.05323922456081798
MU,2021-03-26,no-action,No actionable setup,No action,3,0.06546201018379816
NEE,2021-03-26,no-action,No actionable setup,No action,3,0.03672699581918226
NFLX,2021-03-26,no-action,No actionable setup,No action,0,0.06420629894702201
NKE,2021-03-26,no-action,No actionable setup,No action,1,0.01601616314041676
NOW,2021-03-26,no-action,No actionable setup,No action,2,0.038424251055476866
NVDA,2021-03-26,no-action,No actionable setup,No action,0,0.08943284184295996
ORCL,2021-03-26,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.05565841511899472
PEP,2021-03-26,trend-hold,Trend hold / monitor,Hold,6,0.003223593018253812
PFE,2021-03-26,trend-hold,Trend hold / monitor,Hold,7,0.0008275525323275801
PG,2021-03-26,trend-hold,Trend hold / monitor,Hold,7,0.007382798246810651
PLTR,2021-03-26,no-action,No actionable setup,No action,-1,0.03808682963938703
PM,2021-03-26,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,-0.02185916666933374
QCOM,2021-03-26,no-action,No actionable setup,No action,2,0.05519208989180702
QQQ,2021-03-26,no-action,No actionable setup,No action,4,0.04762654364863539
RTX,2021-03-26,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,7,-0.0033260139814002
SBUX,2021-03-26,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,0.010191038231457838
SCHW,2021-03-26,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,0.03713289416226506
SO,2021-03-26,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.016217969550351485
SPG,2021-03-26,wait-for-confirmation,Breakout confirmation,Wait for confirmation,5,0.0033138997896609013
T,2021-03-26,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.013196950541700225
TMO,2021-03-26,trend-hold,Trend hold / monitor,Hold,3,0.01158548258515979
TMUS,2021-03-26,no-action,No actionable setup,No action,2,0.06837951198300063
TSLA,2021-03-26,no-action,No actionable setup,No action,-1,0.11692073484273302
TXN,2021-03-26,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,0.046386800579704346
UBER,2021-03-26,no-action,No actionable setup,No action,2,0.04916838761508413
UNH,2021-03-26,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,-0.016734004798931057
UNP,2021-03-26,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.002467266536315682
UPS,2021-03-26,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.023633773792579582
USB,2021-03-26,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.0028464659316513874
V,2021-03-26,no-action,No actionable setup,No action,5,0.025804311049198336
VZ,2021-03-26,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.01185972195066487
WFC,2021-03-26,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,-0.007042223116625057
WMT,2021-03-26,trend-hold,Trend hold / monitor,Hold,4,0.03182123333490572
XLE,2021-03-26,no-action,No actionable setup,No action,6,-0.026174889685430802
XLF,2021-03-26,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.0107652824579747
XLI,2021-03-26,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.017087065809503033
XLK,2021-03-26,no-action,No actionable setup,No action,5,0.04228537489845774
XLV,2021-03-26,trend-hold,Trend hold / monitor,Hold,5,0.0015382012505507081
XLY,2021-03-26,trend-hold,Trend hold / monitor,Hold,3,0.04341808274038517
XOM,2021-03-26,no-action,No actionable setup,No action,6,-0.020966887951280766
AAPL,2021-04-09,trend-hold,Trend hold / monitor,Hold,6,0.00872183204593524
ABBV,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,4,0.0034406057600153694
ABT,2021-04-09,trend-hold,Trend hold / monitor,Hold,4,0.02853595454673097
ACN,2021-04-09,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,-0.0026067916383678558
ADBE,2021-04-09,trend-hold,Trend hold / monitor,Hold,6,0.04174273507704451
AMAT,2021-04-09,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,6,-0.0372903880066866
AMD,2021-04-09,no-action,No actionable setup,No action,3,-0.00737071767286146
AMGN,2021-04-09,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,7,0.02715408655751239
AMT,2021-04-09,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.03423601542674426
AMZN,2021-04-09,trend-hold,Trend hold / monitor,Hold,6,0.008077809778710865
AVGO,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,-0.012987224393050778
AXP,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,0.014954707890935559
BA,2021-04-09,no-action,No actionable setup,No action,4,-0.016563670646935535
BAC,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,-0.021005254246843408
BKNG,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,0.010954763392976297
BLK,2021-04-09,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,0.003835017894132653
BMY,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,5,0.04551986018747756
BNY,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,-0.05244753790786838
BRK-B,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,0.022931376121192004
C,2021-04-09,no-action,No actionable setup,No action,3,0.0004142333617145333
CAT,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,0.011310945223625302
CL,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.01153168943371874
CMCSA,2021-04-09,no-action,No actionable setup,No action,2,0.028747497388166066
COF,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,0.018707569062312857
COP,2021-04-09,no-action,No actionable setup,No action,1,-0.00273276187584226
COST,2021-04-09,no-action,No actionable setup,No action,0,
CRM,2021-04-09,trend-hold,Trend hold / monitor,Hold,5,0.002723992070813086
CSCO,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.013630237711515614
CVS,2021-04-09,no-action,No actionable setup,No action,4,0.024436311138802846
CVX,2021-04-09,no-action,No actionable setup,No action,3,0.0003886602821510099
DE,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,0.016100815183603956
DHR,2021-04-09,trend-hold,Trend hold / monitor,Hold,6,0.04604927825293603
DIS,2021-04-09,no-action,No actionable setup,No action,2,-0.0033530517050351927
DUK,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.03208937076111629
EMR,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,0.002827871437154572
FDX,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.0035243555480113375
GD,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.008032793555754703
GE,2021-04-09,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,-0.015441186815635777
GEV,2021-04-09,no-action,No actionable setup,No action,0,
GILD,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,5,0.027031210562616037
GM,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,-0.024102406359993167
GOOG,2021-04-09,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,0.005197138753398223
GOOGL,2021-04-09,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,0.005319982853375649
GS,2021-04-09,no-action,No actionable setup,No action,4,0.03476315735579627
HD,2021-04-09,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,0.027722880936518646
HON,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.02260114080230191
IBM,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,-0.01576666650595826
INTC,2021-04-09,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,-0.05142106689691206
INTU,2021-04-09,trend-hold,Trend hold / monitor,Hold,5,-0.0042862433613433115
ISRG,2021-04-09,trend-hold,Trend hold / monitor,Hold,5,0.035807074516368775
JNJ,2021-04-09,no-action,No actionable setup,No action,3,0.006139568949854679
JPM,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,-0.019068311689376838
KO,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,0.009402030784707138
LIN,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.018117991163189018
LLY,2021-04-09,no-action,No actionable setup,No action,0,0.02580082587190491
LMT,2021-04-09,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,0.014447314847481296
LOW,2021-04-09,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,0.049065567289755085
LRCX,2021-04-09,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,-0.027628320774796156
MA,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,5,0.016023013761896188
MCD,2021-04-09,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.006912070732016717
MDLZ,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,-0.0013593546037660165
MDT,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,0.03204921034515884
META,2021-04-09,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,-0.020098569260185606
MMM,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.0029293232334264285
MO,2021-04-09,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,0.015925415966089318
MRK,2021-04-09,no-action,No actionable setup,No action,3,0.015201079883440771
MS,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,5,-0.02638757248019208
MSFT,2021-04-09,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,0.019112698902500558
MU,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,-0.048688344607170864
NEE,2021-04-09,trend-hold,Trend hold / monitor,Hold,4,0.03849114583047819
NFLX,2021-04-09,trend-hold,Trend hold / monitor,Hold,6,-0.015792961216636425
NKE,2021-04-09,no-action,No actionable setup,No action,2,-0.008416385495261802
NOW,2021-04-09,trend-hold,Trend hold / monitor,Hold,4,0.05077362060546853
NVDA,2021-04-09,trend-hold,Trend hold / monitor,Hold,6,0.10503477798660033
ORCL,2021-04-09,extended-strength-wait,"Extended strength, wait for pullback",Buy on pullback,7,0.044588449795496254
PEP,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.011152390097552534
PFE,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.0538251722085743
PG,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.0064530682285079966
PLTR,2021-04-09,no-action,No actionable setup,No action,2,-0.06530788445847324
PM,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.020204282128593487
QCOM,2021-04-09,trend-hold,Trend hold / monitor,Hold,5,-0.016788791971165784
QQQ,2021-04-09,trend-hold,Trend hold / monitor,Hold,6,0.01453538793563891
RTX,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,-0.0008941077277511145
SBUX,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.04559105865702029
SCHW,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,-0.041882519518073424
SO,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.03634628743236323
SPG,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,0.010439125582291764
T,2021-04-09,no-action,No actionable setup,No action,4,-0.0029960126861663383
TMO,2021-04-09,trend-hold,Trend hold / monitor,Hold,5,0.029318427167067895
TMUS,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,0.031155578628944136
TSLA,2021-04-09,no-action,No actionable setup,No action,2,0.0927003525690262
TXN,2021-04-09,strong-stock-constructive-pullback,Constructive pullback continuation,Buy now,8,-0.017909226480945062
UBER,2021-04-09,no-action,No actionable setup,No action,4,0.046289843183404455
UNH,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,7,0.03909121033708196
UNP,2021-04-09,wait-for-confirmation,Breakout confirmation,Wait for confirmation,6,-0.0023741209740882896
